Unnamed: 0,property_type,location,price_lakh,rate_per_sqft,total_sqft,status,city
1642,3 BHK Apartment,Ameenpur,82.98,5532,1500.0,Under Construction,Hyderabad
1643,3 BHK Apartment,Ameenpur,82.98,5532,1500.0,Under Construction,Hyderabad
1644,2 BHK Apartment,Ameenpur,66.98,5824,1150.0,Under Construction,Hyderabad
1645,2 BHK Apartment,Ameenpur,63.78,5798,1100.0,Under Construction,Hyderabad
1646,2 BHK Apartment,Ameenpur,66.98,5824,1150.0,Under Construction,Hyderabad
1647,2 BHK Apartment,Ameenpur,63.78,5798,1100.0,Under Construction,Hyderabad
1648,3 BHK Apartment,Ameenpur,82.98,5532,1500.0,Under Construction,Hyderabad
1649,2 BHK Apartment,Ameenpur,63.78,5798,1100.0,Under Construction,Hyderabad
1650,4 BHK Apartment,Gachibowli,342.0,13517,2530.0,Ready to move,Hyderabad
1651,4 BHK Independent House,Nallakunta,95.0,4750,2000.0,Ready to move,Hyderabad
1652,3 BHK Villa,Patancheru,83.0,5092,1630.0,Under Construction,Hyderabad
1653,2 BHK Apartment,Bachupally,45.0,4000,1125.0,Ready to move,Hyderabad
1654,4 BHK Villa,Kompally,230.0,6969,3300.0,Under Construction,Hyderabad
1655,2 BHK Apartment,Gajularamaram,75.62,5500,1375.0,Under Construction,Hyderabad
1656,2 BHK Apartment,Gajularamaram,72.32,5500,1315.0,Under Construction,Hyderabad
1657,3 BHK Apartment,Gajularamaram,83.32,5500,1515.0,Under Construction,Hyderabad
1658,2 BHK Apartment,Gajularamaram,63.8,5500,1160.0,Under Construction,Hyderabad
1659,3 BHK Apartment,Gajularamaram,81.95,5500,1490.0,Under Construction,Hyderabad
1660,Residential Plot,Meerkhanpet,14.69,1111,1323.0,New,Hyderabad
1661,Residential Plot,Yacharam,21.99,1222,1800.0,New,Hyderabad
1662,Residential Plot,Meerkhanpet,22.76,1611,1413.0,New,Hyderabad
1663,Residential Plot,Yacharam,19.31,1166,1656.0,New,Hyderabad
1664,Residential Plot,Yacharam,16.0,1111,1440.0,New,Hyderabad
1665,Residential Plot,Yacharam,26.24,1166,2250.0,New,Hyderabad
1666,Residential Plot,Yacharam,21.52,1166,1845.0,New,Hyderabad
1667,Residential Plot,Nandiwanaparthy,17.11,1166,1467.0,New,Hyderabad
1668,Residential Plot,Nandiwanaparthy,19.42,1166,1665.0,New,Hyderabad
1669,Residential Plot,Nandiwanaparthy,21.31,1166,1827.0,New,Hyderabad
1670,Residential Plot,Yacharam,20.99,1166,1800.0,New,Hyderabad
1671,Residential Plot,Yacharam,17.32,1166,1485.0,New,Hyderabad
1672,Residential Plot,Yacharam,19.21,1166,1647.0,New,Hyderabad
1673,Residential Plot,Maheshwaram,28.99,1610,1800.0,New,Hyderabad
1674,Residential Plot,Maheshwaram,26.96,1610,1674.0,New,Hyderabad
1675,Residential Plot,Maheshwaram,28.99,1610,1800.0,New,Hyderabad
1676,Residential Plot,Maheshwaram,26.96,1610,1674.0,New,Hyderabad
1677,Residential Plot,Maheshwaram,28.27,1610,1755.0,New,Hyderabad
1678,Residential Plot,Maheshwaram,30.3,1610,1881.0,New,Hyderabad
1679,Residential Plot,Maheshwaram,28.99,1610,1800.0,New,Hyderabad
1680,3 BHK Apartment,Kukatpally,165.0,8899,1854.0,Ready to move,Hyderabad
1681,3 BHK Apartment,Kukatpally,165.0,8899,1854.0,Ready to move,Hyderabad
1682,4 BHK Apartment,Hitech City,500.0,10501,4761.0,Ready to move,Hyderabad
1683,4 BHK Apartment,Kokapet,184.0,6996,2630.0,Ready to move,Hyderabad
1684,4 BHK Independent House,Nacharam,65.0,6040,1076.0,Ready to move,Hyderabad
1685,1 BHK Independent House,Chilkanagar,27.0,2189,1233.0,Ready to move,Hyderabad
1686,3 BHK Apartment,Uppal Kalan,76.5,6120,1250.0,Ready to move,Hyderabad
1687,3 BHK Apartment,MES Colony,80.0,5714,1400.0,Ready to move,Hyderabad
1688,2 BHK Apartment,Moti Nagar,63.0,7411,850.0,Ready to move,Hyderabad
1689,2 BHK Apartment,Kondapur,89.0,8090,1100.0,Ready to move,Hyderabad
1690,3 BHK Apartment,Gajulramaram Kukatpally,95.0,6250,1520.0,Ready to move,Hyderabad
1691,Residential Plot,Kadtal,40.4,3825,1056.0,New,Hyderabad
1692,Residential Plot,Kadtal,4.1,388,1056.0,New,Hyderabad
1693,Residential Plot,Kadtal,4.08,386,1056.0,New,Hyderabad
1694,Residential Plot,Film Nagar,11.83,857,1380.0,New,Hyderabad
1695,Residential Plot,Manikonda,14.79,799,1850.0,Resale,Hyderabad
1696,Residential Plot,Yapral,17.32,1062,1630.0,New,Hyderabad
1697,Residential Plot,Begumpet,11.63,861,1350.0,Resale,Hyderabad
1698,Residential Plot,Chevella,250.0,1000,25000.0,Resale,Hyderabad
1699,3 BHK Apartment,Padmarao Nagar,55.0,5000,1100.0,Ready to move,Hyderabad
1700,3 BHK Apartment,Kompally,76.65,4335,1768.0,Ready to move,Hyderabad
1701,3 BHK Apartment,Yapral,65.3,4367,1495.0,Under Construction,Hyderabad
1702,3 BHK Apartment,Bowrampet,78.63,4545,1730.0,Under Construction,Hyderabad
1703,4 BHK Villa,Kompally,124.0,4028,3078.0,Ready to move,Hyderabad
1704,3 BHK Apartment,Miyapur,76.51,5152,1485.0,Under Construction,Hyderabad
1705,3 BHK Apartment,Auto Nagar,76.52,4746,1612.0,Ready to move,Hyderabad
1706,3 BHK Villa,Uppal Kalan,81.56,4165,1958.0,Ready to move,Hyderabad
1707,3 BHK Apartment,Yousufguda,89.6,4110,2180.0,Ready to move,Hyderabad
1708,3 BHK Apartment,Kothapet,71.28,4509,1581.0,Ready to move,Hyderabad
1709,3 BHK Apartment,Kothapet,76.52,4372,1750.0,Under Construction,Hyderabad
1710,3 BHK Apartment,LB Nagar,85.62,4077,2100.0,Under Construction,Hyderabad
1711,3 BHK Apartment,Kondapur,77.65,4154,1869.0,Ready to move,Hyderabad
1712,3 BHK Apartment,Chandanagar,65.84,3443,1912.0,Ready to move,Hyderabad
1713,3 BHK Apartment,Miyapur,67.95,4194,1620.0,Ready to move,Hyderabad
1714,3 BHK Apartment,Sainikpuri,103.0,3921,2640.0,Ready to move,Hyderabad
1715,3 BHK Apartment,Saroor Nagar,76.3,5509,1385.0,Ready to move,Hyderabad
1716,4 BHK Apartment,Attapur,124.0,4428,2800.0,Ready to move,Hyderabad
1717,3 BHK Apartment,Banjara Hills,95.63,4090,2338.0,Ready to move,Hyderabad
1718,Residential Plot,Kothur,60.0,3703,1620.0,New,Hyderabad
1719,5 BHK Villa,Narsingi,764.0,9301,8214.0,Under Construction,Hyderabad
1720,2 BHK Apartment,Fair Lands,67.0,6090,1100.0,Ready to move,Hyderabad
1721,2 BHK Independent House,Falaknuma,80.0,5333,1500.0,Ready to move,Hyderabad
1722,2 BHK Apartment,SBI Executive Enclave,61.0,5545,1100.0,Ready to move,Hyderabad
1723,2 BHK Apartment,Excise Colony,59.0,5900,1000.0,Ready to move,Hyderabad
1724,2 BHK Apartment,Express Highway,65.0,5416,1200.0,Ready to move,Hyderabad
1725,2 BHK Apartment,Etebar Chowk Hyderabad,49.0,4454,1100.0,Ready to move,Hyderabad
1726,2 BHK Apartment,Essamiya Bazar,49.0,5444,900.0,Ready to move,Hyderabad
1727,2 BHK Apartment,Ghori Nagar,59.0,4957,1190.0,Ready to move,Hyderabad
1728,2 BHK Apartment,Gopanpally,76.0,5891,1290.0,Ready to move,Hyderabad
1729,2 BHK Apartment,Giani Zail Singh Nagar,58.0,6444,900.0,Ready to move,Hyderabad
1730,2 BHK Apartment,Ghouse Nagar,67.0,6146,1090.0,Ready to move,Hyderabad
1731,2 BHK Apartment,Hill Top Colony,69.0,6272,1100.0,Ready to move,Hyderabad
1732,2 BHK Apartment,Himayatnagar,68.0,6938,980.0,Ready to move,Hyderabad
1733,2 BHK Apartment,Himayat Nagar,63.0,6300,1000.0,Ready to move,Hyderabad
1734,2 BHK Apartment,Hitech City,89.0,7478,1190.0,Ready to move,Hyderabad
1735,2 BHK Apartment,HCL Nagar,59.0,6555,900.0,Ready to move,Hyderabad
1736,2 BHK Apartment,HB Colony Main Road,61.0,5169,1180.0,Ready to move,Hyderabad
1737,2 BHK Apartment,Hasmathpet,61.0,5545,1100.0,Ready to move,Hyderabad
1738,2 BHK Apartment,Hakimpet,68.0,7555,900.0,Ready to move,Hyderabad
1739,2 BHK Apartment,Habsiguda,65.0,5909,1100.0,Ready to move,Hyderabad
1740,Residential Plot,Srisailam Highway,12.05,911,1323.0,New,Hyderabad
1741,Residential Plot,Srisailam Highway,15.9,911,1746.0,New,Hyderabad
1742,Residential Plot,Meerkhanpet,18.03,911,1980.0,New,Hyderabad
1743,Residential Plot,Srisailam Highway,14.51,911,1593.0,New,Hyderabad
1744,Residential Plot,Srisailam Highway,14.75,911,1620.0,New,Hyderabad
1745,Residential Plot,Meerkhanpet,14.59,911,1602.0,New,Hyderabad
1746,Residential Plot,Srisailam Highway,13.52,911,1485.0,New,Hyderabad
1747,Residential Plot,Meerkhanpet,21.23,911,2331.0,New,Hyderabad
1748,Residential Plot,Srisailam Highway,25.33,911,2781.0,New,Hyderabad
1749,Residential Plot,Meerkhanpet,12.05,911,1323.0,New,Hyderabad
1750,Residential Plot,Srisailam Highway,16.56,910,1818.0,New,Hyderabad
1751,Residential Plot,Meerkhanpet,17.54,911,1926.0,New,Hyderabad
1752,Residential Plot,Srisailam Highway,18.9,1166,1620.0,New,Hyderabad
1753,Residential Plot,Srisailam Highway,25.2,1166,2160.0,New,Hyderabad
1754,Residential Plot,Meerkhanpet,27.51,1166,2358.0,New,Hyderabad
1755,Residential Plot,Meerkhanpet,231.0,11686,1980.0,New,Hyderabad
1756,Residential Plot,Srisailam Highway,16.38,1166,1404.0,New,Hyderabad
1757,Residential Plot,Srisailam Highway,15.0,911,1647.0,New,Hyderabad
1758,Residential Plot,Srisailam Highway,23.1,1166,1980.0,New,Hyderabad
1759,Residential Plot,Meerkhanpet,16.38,1166,1404.0,New,Hyderabad
1760,Residential Plot,Zaheerabad,34.56,1410,2450.0,Resale,Hyderabad
1761,Residential Plot,Bachupally,31.08,1322,2350.0,Resale,Hyderabad
1762,Residential Plot,Shadnagar,24.56,1142,2150.0,New,Hyderabad
1763,Residential Plot,Yacharam,31.56,1481,2130.0,New,Hyderabad
1764,Residential Plot,Shankarpalli,6.56,625,1050.0,New,Hyderabad
1765,Residential Plot,Shadnagar,4.99,476,1050.0,Resale,Hyderabad
1766,Residential Plot,Kokapet,8.46,557,1518.0,Resale,Hyderabad
1767,Residential Plot,Ibrahimpatnam,13.86,850,1630.0,Resale,Hyderabad
1768,Residential Plot,Puppalaguda,178.0,1623,11000.0,Resale,Hyderabad
1769,Residential Plot,Erragadda,130.0,866,15000.0,Resale,Hyderabad
1770,Residential Plot,Banjara Hills,120.0,1043,11500.0,Resale,Hyderabad
1771,Residential Plot,Malkajgiri,13.38,863,1550.0,Resale,Hyderabad
1772,Residential Plot,Ameenpur,11.53,866,1330.0,Resale,Hyderabad
1773,Residential Plot,Kondapur,125.0,755,16630.0,Resale,Hyderabad
1774,Residential Plot,Kondapur,13.46,820,1640.0,Resale,Hyderabad
1775,Residential Plot,Gachibowli,31.8,1927,1650.0,Resale,Hyderabad
1776,Residential Plot,Balapur,35.8,684,5230.0,Resale,Hyderabad
1777,Residential Plot,Peerzadiguda,115.0,692,16600.0,Resale,Hyderabad
1778,Residential Plot,Ghatkesar,123.0,739,16630.0,Resale,Hyderabad
1779,Residential Plot,Ghatkesar,135.0,815,16630.0,Resale,Hyderabad
1780,Residential Plot,Hyder Nagar,13.45,873,1540.0,New,Hyderabad
1781,Residential Plot,Maheshwaram,16.32,886,1840.0,New,Hyderabad
1782,Residential Plot,Kothapet,15.4,885,1740.0,Resale,Hyderabad
1783,Residential Plot,LB Nagar,13.52,824,1640.0,Resale,Hyderabad
1784,Residential Plot,Gachibowli,14.9,881,1690.0,Resale,Hyderabad
1785,Residential Plot,Kukatpally,13.96,758,1840.0,Resale,Hyderabad
1786,Residential Plot,Shadnagar,12.0,133,9000.0,New,Hyderabad
1787,Residential Plot,Manikonda,13.56,821,1650.0,Resale,Hyderabad
1788,Residential Plot,Bundalguda,14.56,882,1650.0,Resale,Hyderabad
1789,Residential Plot,BHEL Employees Co operative Housing Society,16.53,893,1850.0,New,Hyderabad
1790,Residential Plot,Sai Krupa Colony,16.6,996,1665.0,New,Hyderabad
1791,Residential Plot,BHEL Employees Co operative Housing Society,14.56,851,1710.0,New,Hyderabad
1792,Residential Plot,Ghatkesar,14.56,822,1770.0,New,Hyderabad
1793,Residential Plot,Ramalingeswara Colony,14.56,731,1990.0,New,Hyderabad
1794,Residential Plot,RBI Colony,13.56,816,1660.0,New,Hyderabad
1795,Residential Plot,Maheshwaram,135.0,828,16300.0,Resale,Hyderabad
1796,Residential Plot,Kothaguda,125.0,645,19450.0,Resale,Hyderabad
1797,Residential Plot,Mahesh Nagar,16.4,826,1985.0,New,Hyderabad
1798,Residential Plot,Kondapur,14.35,672,2135.0,New,Hyderabad
1799,Residential Plot,Chandanagar,12.65,592,2135.0,Resale,Hyderabad
1800,Residential Plot,Medchal,13.84,744,1860.0,New,Hyderabad
1801,Residential Plot,Nagole,14.68,873,1680.0,New,Hyderabad
1802,Residential Plot,Shaikpet,13.84,800,1730.0,Resale,Hyderabad
1803,Residential Plot,Gachibowli,14.9,881,1690.0,Resale,Hyderabad
1804,Residential Plot,Kukatpally,13.96,758,1840.0,Resale,Hyderabad
1805,Residential Plot,Shadnagar,12.0,133,9000.0,New,Hyderabad
1806,Residential Plot,Shadnagar,13.85,756,1830.0,New,Hyderabad
1807,Residential Plot,Sainikpuri,12.51,817,1530.0,Resale,Hyderabad
1808,Residential Plot,Sainikpuri,13.52,866,1560.0,Resale,Hyderabad
1809,Residential Plot,Sainikpuri,12.3,809,1520.0,Resale,Hyderabad
1810,Residential Plot,Gajulramaram Kukatpally,13.51,931,1450.0,New,Hyderabad
1811,Residential Plot,Patancheru,12.63,871,1450.0,New,Hyderabad
1812,Residential Plot,Chennaram,12.58,833,1510.0,New,Hyderabad
1813,Residential Plot,Kompally,13.51,877,1540.0,New,Hyderabad
1814,Residential Plot,Nizampet,13.51,888,1520.0,Resale,Hyderabad
1815,Residential Plot,Sarvasukhi Colony,11.46,753,1520.0,New,Hyderabad
1816,Residential Plot,Shadnagar,16.84,635,2650.0,Resale,Hyderabad
1817,Residential Plot,Mallapur,13.45,835,1610.0,Resale,Hyderabad
1818,Residential Plot,Choutuppal,12.36,852,1450.0,Resale,Hyderabad
1819,Residential Plot,Vanasthalipuram,13.57,737,1840.0,New,Hyderabad
1820,Residential Plot,Bhanur,31.68,2444,1296.0,New,Hyderabad
1821,Residential Plot,Bhanur,41.8,2444,1710.0,New,Hyderabad
1822,Residential Plot,Bhanur,44.0,2444,1800.0,New,Hyderabad
1823,Residential Plot,Srisailam Highway,40.0,20000,200.0,New,Hyderabad
1824,Residential Plot,Kongara Kalan,34.98,1751,1998.0,Resale,Hyderabad
1825,Residential Plot,Shadnagar,7.5,555,1350.0,New,Hyderabad
1826,2 BHK Apartment,Ameenpur,55.2,4800,1150.0,Under Construction,Hyderabad
1827,3 BHK Apartment,Ameenpur,76.8,4800,1600.0,Under Construction,Hyderabad
1828,3 BHK Apartment,Osman Nagar,75.38,4503,1675.0,Ready to move,Hyderabad
1829,3 BHK Apartment,Osman Nagar,25.65,1532,1675.0,Ready to move,Hyderabad
1830,2 BHK Apartment,Ameenpur,58.0,4347,1335.0,Under Construction,Hyderabad
1831,3 BHK Apartment,Alwal,18.68,993,1880.0,Ready to move,Hyderabad
1832,3 BHK Apartment,Bachupally,95.88,4887,1962.0,Ready to move,Hyderabad
1833,3 BHK Apartment,Kondapur,65.85,4881,1350.0,Ready to move,Hyderabad
1834,4 BHK Independent House,Boduppal Dwaraka Nagar,158.0,4937,3200.0,Ready to move,Hyderabad
1835,2 BHK Apartment,Ameenpur,55.18,4799,1150.0,Under Construction,Hyderabad
1836,2 BHK Apartment,Ameenpur,55.18,4799,1150.0,Under Construction,Hyderabad
1837,2 BHK Apartment,Chandanagar,55.18,4799,1150.0,Under Construction,Hyderabad
1838,3 BHK Apartment,Ameenpur,76.78,4799,1600.0,Under Construction,Hyderabad
1839,3 BHK Apartment,Chandanagar,76.78,4799,1600.0,Under Construction,Hyderabad
1840,Residential Plot,Maheshwaram,27.0,1500,1800.0,New,Hyderabad
1841,Residential Plot,Tukkuguda,39.99,2222,1800.0,New,Hyderabad
1842,Residential Plot,Nandiwanaparthy,13.96,1055,1323.0,New,Hyderabad
1843,Residential Plot,Mirkhanpet,25.99,1444,1800.0,New,Hyderabad
1844,Residential Plot,Meerkhanpet,15.67,1055,1485.0,New,Hyderabad
1845,Residential Plot,Nandiwanaparthy,20.2,1111,1818.0,New,Hyderabad
1846,Residential Plot,Nandiwanaparthy,15.67,1055,1485.0,New,Hyderabad
1847,Residential Plot,Nandiwanaparthy,15.67,1055,1485.0,New,Hyderabad
1848,Residential Plot,Mansanpally,20.25,1500,1350.0,New,Hyderabad
1849,Residential Plot,Meerkhanpet,25.99,1444,1800.0,New,Hyderabad
1850,Residential Plot,Meerkhanpet,13.96,1055,1323.0,New,Hyderabad
1851,Residential Plot,Tukkuguda,43.99,2222,1980.0,New,Hyderabad
1852,Residential Plot,Mansanpally,24.43,1500,1629.0,New,Hyderabad
1853,Residential Plot,Nandiwanaparthy,17.1,1055,1620.0,New,Hyderabad
1854,Residential Plot,Meerkhanpet,25.99,1444,1800.0,New,Hyderabad
1855,Residential Plot,Ameenpur,165.0,8333,1980.0,Resale,Hyderabad
1856,Residential Plot,Madhapur Ayyappa Society,625.0,16680,3750.0,Resale,Hyderabad
1857,3 BHK Apartment,Hitech City,71.23,3881,1835.0,Ready to move,Hyderabad
1858,4 BHK Apartment,Gachibowli,91.56,5044,1815.0,Under Construction,Hyderabad
1859,4 BHK Independent Floor,Srinagar Colony Road,330.0,12653,2608.0,Ready to move,Hyderabad
1860,Residential Plot,Mansanpally,27.99,1555,1800.0,New,Hyderabad
1861,Residential Plot,Kandukur,14.84,999,1485.0,New,Hyderabad
1862,Residential Plot,Mirkhanpet,13.22,999,1323.0,New,Hyderabad
1863,Residential Plot,Maheshwaram,30.79,1555,1980.0,New,Hyderabad
1864,Residential Plot,Maheshwaram,27.99,1555,1800.0,New,Hyderabad
1865,Residential Plot,Mirkhanpet,22.79,1333,1710.0,New,Hyderabad
1866,Residential Plot,Sheriguda,51.77,3444,1503.0,New,Hyderabad
1867,Residential Plot,Sheriguda,64.0,3555,1800.0,New,Hyderabad
1868,Residential Plot,Sheriguda,58.56,3614,1620.0,New,Hyderabad
1869,Residential Plot,Sheriguda,58.56,3555,1647.0,New,Hyderabad
1870,Residential Plot,Sheriguda,58.56,3555,1647.0,New,Hyderabad
1871,Residential Plot,Sheriguda,46.5,3444,1350.0,New,Hyderabad
1872,Residential Plot,Bhuvanagiri,62.0,3444,1800.0,New,Hyderabad
1873,Residential Plot,Bhuvanagiri,15.0,1666,900.0,New,Hyderabad
1874,Residential Plot,Bhuvanagiri,22.5,1666,1350.0,New,Hyderabad
1875,Residential Plot,Bhuvanagiri,25.05,1666,1503.0,New,Hyderabad
1876,Residential Plot,Bhuvanagiri,25.05,1666,1503.0,New,Hyderabad
1877,Residential Plot,Bhuvanagiri,33.3,1666,1998.0,New,Hyderabad
1878,Residential Plot,Bhuvanagiri,30.0,1666,1800.0,New,Hyderabad
1879,Residential Plot,Bhuvanagiri,20.04,1333,1503.0,New,Hyderabad
1880,Residential Plot,Bhuvanagiri,18.0,2000,900.0,New,Hyderabad
1881,Residential Plot,Bhuvanagiri,54.0,2000,2700.0,New,Hyderabad
1882,Residential Plot,Sadashivpet,36.0,2000,1800.0,New,Hyderabad
1883,Residential Plot,Maheshwaram,36.0,2000,1800.0,New,Hyderabad
1884,Residential Plot,Bhuvanagiri,36.0,2000,1800.0,New,Hyderabad
1885,Residential Plot,Medchal,240.0,2666,9000.0,Resale,Hyderabad
1886,Residential Plot,Medchal,240.0,2666,9000.0,Resale,Hyderabad
1887,Residential Plot,Medchal,240.0,2666,9000.0,Resale,Hyderabad
1888,Residential Plot,Medchal,240.0,2666,9000.0,Resale,Hyderabad
1889,Residential Plot,Medchal,240.0,2666,9000.0,Resale,Hyderabad
1890,Residential Plot,Medchal,240.0,2666,9000.0,Resale,Hyderabad
1891,Residential Plot,Bhuvanagiri,95.0,2111,4500.0,New,Hyderabad
1892,Residential Plot,Medchal,27.6,2555,1080.0,Resale,Hyderabad
1893,Residential Plot,Kandukur,12.05,911,1323.0,New,Hyderabad
1894,Residential Plot,Kandukur,18.9,1166,1620.0,New,Hyderabad
1895,Residential Plot,Mirkhanpet,21.0,1166,1800.0,New,Hyderabad
1896,Residential Plot,Kandukur,18.9,1166,1620.0,New,Hyderabad
1897,Residential Plot,Yacharam Mandal,16.38,1166,1404.0,New,Hyderabad
1898,Residential Plot,Mirkhanpet,14.38,1166,1233.0,New,Hyderabad
1899,Residential Plot,Maheshwaram,15.24,1333,1143.0,New,Hyderabad
1900,Residential Plot,Tukkuguda,56.0,1555,3600.0,New,Hyderabad
1901,4 BHK Independent House,Tilak Nagar,290.0,13151,2205.0,Ready to move,Hyderabad
1902,4 BHK Villa,Mokila,153.0,4396,3500.0,Ready to move,Hyderabad
1903,2 BHK Apartment,Kompally,52.63,4261,1235.0,Ready to move,Hyderabad
1904,Residential Plot,Kompally,13.72,831,1650.0,Resale,Hyderabad
1905,Residential Plot,Habeeb Nagar,11.63,867,1340.0,Resale,Hyderabad
1906,Residential Plot,Linghampally,11.63,819,1420.0,Resale,Hyderabad
1907,Residential Plot,Bachupally,10.85,968,1120.0,New,Hyderabad
1908,Residential Plot,Nallakunta,11.32,884,1280.0,Resale,Hyderabad
1909,Residential Plot,Boiguda,17.63,904,1950.0,Resale,Hyderabad
1910,Residential Plot,Raghavendra Colony,14.62,830,1760.0,Resale,Hyderabad
1911,Residential Plot,BHEL Employees Co operative Housing Society,11.34,798,1420.0,New,Hyderabad
1912,Residential Plot,Ramalingeswara Colony,11.53,880,1310.0,New,Hyderabad
1913,Residential Plot,Ramalingeswara Colony,14.58,862,1690.0,New,Hyderabad
1914,Residential Plot,RBI Colony,14.53,839,1730.0,New,Hyderabad
1915,Residential Plot,Banjara Hills,14.52,760,1910.0,Resale,Hyderabad
1916,Residential Plot,Kompally,13.48,732,1840.0,New,Hyderabad
1917,Residential Plot,Chevella,97.96,1555,6300.0,New,Hyderabad
1918,Residential Plot,Chevella,83.97,1555,5400.0,New,Hyderabad
1919,Residential Plot,Chevella,20.99,1555,1350.0,New,Hyderabad
1920,Residential Plot,Mirkhanpet,11.39,1055,1080.0,New,Hyderabad
1921,Residential Plot,Gagillapur,400.0,3968,10080.0,Resale,Hyderabad
1922,Residential Plot,Mirkhanpet,17.09,1187,1440.0,New,Hyderabad
1923,Residential Plot,Mazidpur,22.45,1439,1560.0,Resale,Hyderabad
1924,Residential Plot,Narsingi,89.68,2075,4320.0,New,Hyderabad
1925,Residential Plot,Tellapur,21.56,1159,1860.0,Resale,Hyderabad
1926,Residential Plot,Osman Nagar,46.85,2546,1840.0,New,Hyderabad
1927,Residential Plot,Toli Chowki,43.85,2357,1860.0,Resale,Hyderabad
1928,Residential Plot,Mazidpur,34.56,1422,2430.0,Resale,Hyderabad
1929,Residential Plot,Gantlavelli,12.38,677,1828.0,Resale,Hyderabad
1930,Residential Plot,Mazidpur,23.86,1289,1850.0,Resale,Hyderabad
1931,3 BHK Apartment,Kompally,80.0,4624,1730.0,Under Construction,Hyderabad
1932,Residential Plot,Medchal,91.99,2777,3312.0,Resale,Hyderabad
1933,Residential Plot,Bhuvanagiri,23.38,1555,1503.0,New,Hyderabad
1934,Residential Plot,Medchal,124.0,3222,3879.0,Resale,Hyderabad
1935,Residential Plot,Ibrahimpatnam,36.0,666,5400.0,Resale,Hyderabad
1936,2 BHK Apartment,Ameenpur,63.23,5498,1150.0,Under Construction,Hyderabad
1937,2 BHK Apartment,Attapur,65.0,6286,1034.0,Ready to move,Hyderabad
1938,5 BHK Independent House,Chikkadapally,225.0,12820,1755.0,Ready to move,Hyderabad
1939,Residential Plot,Maheshwaram,24.9,1844,1350.0,New,Hyderabad
1940,Residential Plot,Meerkhanpet,24.7,1500,1647.0,New,Hyderabad
1941,Residential Plot,Meerkhanpet,27.0,1500,1800.0,New,Hyderabad
1942,Residential Plot,Meerkhanpet,23.62,1500,1575.0,New,Hyderabad
1943,Residential Plot,Meerkhanpet,27.0,1500,1800.0,New,Hyderabad
1944,Residential Plot,Meerkhanpet,21.33,1500,1422.0,New,Hyderabad
1945,Residential Plot,Meerkhanpet,18.58,1022,1818.0,New,Hyderabad
1946,Residential Plot,Meerkhanpet,18.39,1022,1800.0,New,Hyderabad
1947,Residential Plot,Meerkhanpet,13.52,1022,1323.0,New,Hyderabad
1948,Residential Plot,Meerkhanpet,16.55,1022,1620.0,New,Hyderabad
1949,Residential Plot,Meerkhanpet,15.45,1022,1512.0,New,Hyderabad
1950,Residential Plot,Meerkhanpet,12.87,1022,1260.0,New,Hyderabad
1951,Residential Plot,Meerkhanpet,16.09,1022,1575.0,New,Hyderabad
1952,Residential Plot,Meerkhanpet,16.55,973,1701.0,New,Hyderabad
1953,Residential Plot,Meerkhanpet,16.46,1022,1611.0,New,Hyderabad
1954,Residential Plot,Meerkhanpet,14.62,1021,1431.0,New,Hyderabad
1955,Residential Plot,Meerkhanpet,17.01,1022,1665.0,New,Hyderabad
1956,Residential Plot,Meerkhanpet,17.01,1022,1665.0,New,Hyderabad
1957,Residential Plot,Meerkhanpet,14.53,1022,1422.0,New,Hyderabad
1958,Residential Plot,Meerkhanpet,15.54,1022,1521.0,New,Hyderabad
1959,Residential Plot,Meerkhanpet,13.79,1022,1350.0,New,Hyderabad
1960,Residential Plot,Meerkhanpet,17.93,1022,1755.0,New,Hyderabad
1961,Residential Plot,Meerkhanpet,12.78,1022,1251.0,New,Hyderabad
1962,Residential Plot,Meerkhanpet,18.39,1022,1800.0,New,Hyderabad
1963,Residential Plot,Meerkhanpet,18.03,1022,1764.0,New,Hyderabad
1964,Residential Plot,Meerkhanpet,13.79,1022,1350.0,New,Hyderabad
1965,Residential Plot,Meerkhanpet,16.09,1022,1575.0,New,Hyderabad
1966,Residential Plot,Meerkhanpet,10.85,1022,1062.0,New,Hyderabad
1967,Residential Plot,Meerkhanpet,15.54,1022,1521.0,New,Hyderabad
1968,Residential Plot,Meerkhanpet,15.82,1022,1548.0,New,Hyderabad
1969,Residential Plot,Meerkhanpet,14.53,1022,1422.0,New,Hyderabad
1970,Residential Plot,Meerkhanpet,15.63,1022,1530.0,New,Hyderabad
1971,Residential Plot,Meerkhanpet,14.62,1022,1431.0,New,Hyderabad
1972,Residential Plot,Meerkhanpet,17.01,1022,1665.0,New,Hyderabad
1973,Residential Plot,Meerkhanpet,17.01,1022,1665.0,New,Hyderabad
1974,Residential Plot,Meerkhanpet,20.23,1022,1980.0,New,Hyderabad
1975,Residential Plot,Meerkhanpet,10.82,1019,1062.0,New,Hyderabad
1976,Residential Plot,Meerkhanpet,16.37,1022,1602.0,New,Hyderabad
1977,Residential Plot,Meerkhanpet,14.52,1021,1422.0,New,Hyderabad
1978,Residential Plot,Meerkhanpet,18.85,1022,1845.0,New,Hyderabad
1979,Residential Plot,Meerkhanpet,16.37,1022,1602.0,New,Hyderabad
1980,Residential Plot,Meerkhanpet,18.39,1022,1800.0,New,Hyderabad
1981,Residential Plot,Meerkhanpet,17.01,1022,1665.0,New,Hyderabad
1982,Residential Plot,Meerkhanpet,10.85,1022,1062.0,New,Hyderabad
